"Title","Handle","Body (HTML)","Variant SKU","Variant Price","Variant Compare At Price","Variant Weight (g)","Collection","Tags","Image Src","Attribute Set Id (product.metafields.custom.attribute_set_id)","Enable Googlecheckout (product.metafields.custom.enable_googlecheckout)","Has Options (product.metafields.custom.has_options)","Image Label (product.metafields.custom.image_label)","Is Recurring (product.metafields.custom.is_recurring)","Manufacturers (product.metafields.custom.manufacturers)","Msrp Display Actual Price Type (product.metafields.custom.msrp_display_actual_price_type)","Msrp Enabled (product.metafields.custom.msrp_enabled)","Required Options (product.metafields.custom.required_options)","Small Image (product.metafields.custom.small_image)","Small Image Label (product.metafields.custom.small_image_label)","Tax Class Id (product.metafields.custom.tax_class_id)","Thumbnail (product.metafields.custom.thumbnail)","Thumbnail Label (product.metafields.custom.thumbnail_label)","Url Key (product.metafields.custom.url_key)","Draw Length (product.metafields.custom.draw_length)","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Msrp (product.metafields.custom.msrp)","Size (product.metafields.custom.size)","Length (product.metafields.custom.length)","Shoe Size (product.metafields.custom.shoe_size)"
"Black Diamond FreeWire Quickdraw 18 cm","black-diamond-freewire-quickdraw-18-cm",,"BDI-0921-18 cm","14.9500","11.2100","0.2000",,,,"19","1","0",,"0","928","4","2","0",,,"2",,,"black-diamond-freewire-quickdraw-18-cm-fcd042",,,,,,,,,
"Black Diamond FreeWire Quickdraw Quickpack 18 cm (6 Pack)","black-diamond-freewire-quickdraw-quickpack-18-cm-(6-pack)",,"BDI-0921-18cm-Quickpack","84.9500","63.7100","1.0000",,,,"19","1","0",,"0","928","4","2","0",,,"2",,,"black-diamond-freewire-quickpack-18-cm",,,,,,,,,
"Black Diamond Gizmo Headlamp 90 Lumens Aluminum","black-diamond-gizmo-headlamp-90-lumens-aluminum",,"BDI-0922-Aluminum","19.9500","14.9600","0.2000",,,,"27","1","0",,,"928","4","2","0",,,"2",,,"black-diamond-gizmo-headlamp-90-lumens-aluminum",,,,,,,,,
"Black Diamond Gizmo Headlamp 90 Lumens Matte Black","black-diamond-gizmo-headlamp-90-lumens-matte-black",,"BDI-0922-Matte Blac","19.9500","14.9600","0.2000",,,,"27","1","0",,,"928","4","2","0",,,"2",,,"black-diamond-gizmo-headlamp-90-lumens-matte-black",,,,,,,,,
"Black Diamond Gizmo Headlamp 90 Lumens Octane","black-diamond-gizmo-headlamp-90-lumens-octane",,"BDI-0922-Octane","19.9500","14.9600","0.2000",,,,"27","1","0",,,"928","4","2","0",,,"2",,,"black-diamond-gizmo-headlamp-90-lumens-octane",,,,,,,,,
"Black Diamond Gizmo Headlamp 90 Lumens Powell Blue","black-diamond-gizmo-headlamp-90-lumens-powell-blue",,"BDI-0922-Powell Blu","19.9500","14.9600","0.2000",,,,"27","1","0",,,"928","4","2","0",,,"2",,,"black-diamond-gizmo-headlamp-90-lumens-powell-blue",,,,,,,,,
"Black Diamond GridLock Magnetron","black-diamond-gridlock-magnetron",,"BDI-0923","32.9500","24.7100","0.3000","Carabiners","Carabiners, Locking, New Black Diamond","https://gearexpress.com/media/catalog/product/b/l/black_diamond_gridlock_magnetron.jpg","19","1","0","Black Diamond GridLock Magnetron","0","928","4","2","0","https://gearexpress.com/media/catalog/product/b/l/black_diamond_gridlock_magnetron.jpg","Black Diamond GridLock Magnetron","2","https://gearexpress.com/media/catalog/product/b/l/black_diamond_gridlock_magnetron.jpg","Black Diamond GridLock Magnetron","black-diamond-gridlock-magnetron",,,,,,,,,
"Black Diamond GridLock Screwgate","black-diamond-gridlock-screwgate",,"BDI-0924","19.9500","14.9600","0.3000","Carabiners","Carabiners, Locking, New Black Diamond","https://gearexpress.com/media/catalog/product/b/l/black_diamond_gridlock_screwgate.jpg","19","1","0","Black Diamond GridLock Screwgate","0","928","4","2","0","https://gearexpress.com/media/catalog/product/b/l/black_diamond_gridlock_screwgate.jpg","Black Diamond GridLock Screwgate","2","https://gearexpress.com/media/catalog/product/b/l/black_diamond_gridlock_screwgate.jpg","Black Diamond GridLock Screwgate","black-diamond-gridlock-screwgate",,,,,,,,,
"Black Diamond HoodWire Quickdraw 12 cm","black-diamond-hoodwire-quickdraw-12-cm",,"BDI-0925-12 cm","21.9500","16.4600","1.0000",,,,"19","1","0",,,"928","4","2","0",,,"2",,,"black-diamond-hoodwire-quickdraw-12-cm",,,,,,,,,
"Black Diamond HoodWire Quickdraw 12 cm 6pk","black-diamond-hoodwire-quickdraw-12-cm-6pk",,"BDI-0925-12 cm 6pk","129.9500","97.4600","1.0000",,,,"19","1","0",,,"928","4","2","0",,,"2",,,"black-diamond-hoodwire-quickdraw-12-cm-6pk",,,,,,,,,
"Black Diamond Link Personal Anchor","black-diamond-link-personal-anchor",,"BDI-0927","39.9500","29.9600","0.4000","Sport","Sport, Runners & Daisies, Trad, Gear Slings & Runners, Big Wall, Aiders & Daisies, New Black Diamond","https://gearexpress.com/media/catalog/product/b/l/black_diamond_link_personal_anchor.jpg","24","1","0","Black Diamond Link Personal Anchor","0","928","4","2","0","https://gearexpress.com/media/catalog/product/b/l/black_diamond_link_personal_anchor.jpg","Black Diamond Link Personal Anchor","2","https://gearexpress.com/media/catalog/product/b/l/black_diamond_link_personal_anchor.jpg","Black Diamond Link Personal Anchor","black-diamond-link-personal-anchor",,,,,,,,,
"Black Diamond LiveWire Carabiner","black-diamond-livewire-carabiner",,"BDI-0928","11.9500","8.9600","0.0800","Carabiners","Carabiners, Non-Locking, New Black Diamond","https://gearexpress.com/media/catalog/product/b/l/black_diamond_livewire.jpg","19","1","0","Black Diamond LiveWire","0","928","4","2","0","https://gearexpress.com/media/catalog/product/b/l/black_diamond_livewire.jpg","Black Diamond LiveWire","2","https://gearexpress.com/media/catalog/product/b/l/black_diamond_livewire.jpg","Black Diamond LiveWire","black-diamond-livewire",,,,,,,,,
"Black Diamond Magnum 16 Pack Nickel","black-diamond-magnum-16-pack-nickel",,"BDI-0930-Nickel","69.9500","52.4600","1.2000",,,,"22","1","0",,,"928","4","2","0",,,"2",,,"black-diamond-magnum-16-pack-nickel",,,,,,,,,
"Black Diamond Magnum 16 Pack Sulfur","black-diamond-magnum-16-pack-sulfur",,"BDI-0930-Sulfur","69.9500","52.4600","1.2000",,,,"22","1","0",,"0","928","4","2","0",,,"2",,,"black-diamond-magnum-16-pack-sulfur",,,,,,,,,
"Black Diamond Magnum 20 Pack Black","black-diamond-magnum-20-pack-black",,"BDI-0931-Black","89.9500","67.4600","1.5000",,,,"22","1","0",,,"928","4","2","0",,,"2",,,"black-diamond-magnum-20-pack-black",,,,,,,,,
"Black Diamond Magnum 20 Pack Nickel","black-diamond-magnum-20-pack-nickel",,"BDI-0931-Nickel","89.9500","67.4600","1.5000",,,,"22","1","0",,,"928","4","2","0",,,"2",,,"black-diamond-magnum-20-pack-nickel",,,,,,,,,
"Black Diamond Magnum 20 Pack Sulfur","black-diamond-magnum-20-pack-sulfur",,"BDI-0931-Sulfur","89.9500","67.4600","1.5000",,,,"22","1","0",,"0","928","4","2","0",,,"2",,,"black-diamond-magnum-20-pack-sulfur",,,,,,,,,
"Black Diamond Mission 35 Pack Cobalt Medium/Large","black-diamond-mission-35-pack-cobalt-mediumlarge",,"BDI-0932-Cobalt-M/L","199.9500","149.9600","3.3000",,,,"22","1","0",,,"928","4","2","0",,,"2",,,"black-diamond-mission-35-pack-cobalt-medium-large",,,,,,,,,
"Black Diamond Mission 35 Pack Cobalt Small/Medium","black-diamond-mission-35-pack-cobalt-smallmedium",,"BDI-0932-Cobalt-S/M","199.9500","149.9600","3.3000",,,,"22","1","0",,,"928","4","2","0",,,"2",,,"black-diamond-mission-35-pack-cobalt-small-medium",,,,,,,,,
"Black Diamond Mission 45 Pack Cobalt Medium/Large","black-diamond-mission-45-pack-cobalt-mediumlarge",,"BDI-0933-Cobalt-M/L","209.9500","157.4600","4.0000",,,,"22","1","0",,,"928","4","2","0",,,"2",,,"black-diamond-mission-45-pack-cobalt-medium-large",,,,,,,,,
"Black Diamond Mission 45 Pack Cobalt Small/Medium","black-diamond-mission-45-pack-cobalt-smallmedium",,"BDI-0933-Cobalt-S/M","209.9500","157.4600","4.0000",,,,"22","1","0",,,"928","4","2","0",,,"2",,,"black-diamond-mission-45-pack-cobalt-small-medium",,,,,,,,,
"Black Diamond Mission 55 Pack Cobalt Medium/Large","black-diamond-mission-55-pack-cobalt-mediumlarge",,"BDI-0934-Cobalt-M/L","219.9500","164.9600","4.0000",,,,"22","1","0",,,"928","4","2","0",,,"2",,,"black-diamond-mission-55-pack-cobalt-medium-large",,,,,,,,,
"Black Diamond Mission 55 Pack Cobalt Small/Medium","black-diamond-mission-55-pack-cobalt-smallmedium",,"BDI-0934-Cobalt-S/M","219.9500","164.9600","4.0000",,,,"22","1","0",,,"928","4","2","0",,,"2",,,"black-diamond-mission-55-pack-cobalt-small-medium",,,,,,,,,
"Black Diamond Mission 75 Pack Cobalt Medium/Large","black-diamond-mission-75-pack-cobalt-mediumlarge",,"BDI-0935-Cobalt-M/L","239.9500","179.9600","4.0000",,,,"22","1","0",,,"928","4","2","0",,,"2",,,"black-diamond-mission-75-pack-cobalt-medium-large",,,,,,,,,
"Black Diamond Mission 75 Pack Cobalt Small/Medium","black-diamond-mission-75-pack-cobalt-smallmedium",,"BDI-0935-Cobalt-S/M","239.9500","179.9600","4.0000",,,,"22","1","0",,,"928","4","2","0",,,"2",,,"black-diamond-mission-75-pack-cobalt-small-medium",,,,,,,,,
"Black Diamond Moji Charging Station Graphite","black-diamond-moji-charging-station-graphite",,"BDI-0936-Graphite","79.9500","59.9600","0.4000",,,,"27","1","0",,,"928","4","2","0",,,"2",,,"black-diamond-moji-charging-station-graphite",,,,,,,,,
"Black Diamond Moji Charging Station Octane","black-diamond-moji-charging-station-octane",,"BDI-0936-Octane","79.9500","59.9600","0.4000",,,,"27","1","0",,,"928","4","2","0",,,"2",,,"black-diamond-moji-charging-station-octane",,,,,,,,,
"Black Diamond Moji XP 150 Lumens Graphite","black-diamond-moji-xp-150-lumens-graphite",,"BDI-0937-Graphite","29.9500","22.4600","0.5000",,,,"27","1","0",,,"928","4","2","0",,,"2",,,"black-diamond-moji-xp-150-lumens-graphite",,,,,,,,,
"Black Diamond Moji XP 150 Lumens Process Blue","black-diamond-moji-xp-150-lumens-process-blue",,"BDI-0937-Proc Blue","29.9500","22.4600","0.5000",,,,"27","1","0",,,"928","4","2","0",,,"2",,,"black-diamond-moji-xp-150-lumens-process-blue",,,,,,,,,
"Black Diamond Moji XP 150 Lumens Vibrant Orange","black-diamond-moji-xp-150-lumens-vibrant-orange",,"BDI-0937-Vibrant Or","29.9500","22.4600","0.5000",,,,"27","1","0",,,"928","4","2","0",,,"2",,,"black-diamond-moji-xp-150-lumens-vibrant-orange",,,,,,,,,
"Black Diamond Mojo Chalkbag Aloe Medium/Large","black-diamond-mojo-chalkbag-aloe-mediumlarge",,"BDI-0938-Aloe-M/L","16.9500","12.7100","0.3000",,,,"28","1","0",,,"928","4","2","0",,,"2",,,"black-diamond-mojo-chalkbag-aloe-medium-large",,,,,,,,,
"Black Diamond Mojo Chalkbag Black Medium/Large","black-diamond-mojo-chalkbag-black-mediumlarge",,"BDI-0938-Black-M/L","16.9500","12.7100","0.3000",,,,"28","1","0",,,"928","4","2","0",,,"2",,,"black-diamond-mojo-chalkbag-black-medium-large",,,,,,,,,
"Black Diamond Mojo Chalkbag Dawn Medium/Large","black-diamond-mojo-chalkbag-dawn-mediumlarge",,"BDI-0938-Dawn-M/L","16.9500","12.7100","0.3000",,,,"28","1","0",,,"928","4","2","0",,,"2",,,"black-diamond-mojo-chalkbag-dawn-medium-large",,,,,,,,,
"Black Diamond Mojo Chalkbag Denim Medium/Large","black-diamond-mojo-chalkbag-denim-mediumlarge",,"BDI-0938-Denim-M/L","16.9500","12.7100","0.3000",,,,"28","1","0",,,"928","4","2","0",,,"2",,,"black-diamond-mojo-chalkbag-denim-medium-large",,,,,,,,,
"Black Diamond Mojo Chalkbag Denim Small/Medium","black-diamond-mojo-chalkbag-denim-smallmedium",,"BDI-0938-Denim-S/M","16.9500","12.7100","0.3000",,,,"28","1","0",,,"928","4","2","0",,,"2",,,"black-diamond-mojo-chalkbag-denim-small-medium",,,,,,,,,
"Black Diamond Mojo Chalkbag Flash Medium/Large","black-diamond-mojo-chalkbag-flash-mediumlarge",,"BDI-0938-Flash-M/L","16.9500","12.7100","0.3000",,,,"28","1","0",,,"928","4","2","0",,,"2",,,"black-diamond-mojo-chalkbag-flash-medium-large",,,,,,,,,
"Black Diamond Mojo Chalkbag Flash Small/Medium","black-diamond-mojo-chalkbag-flash-smallmedium",,"BDI-0938-Flash-S/M","16.9500","12.7100","0.3000",,,,"28","1","0",,,"928","4","2","0",,,"2",,,"black-diamond-mojo-chalkbag-flash-small-medium",,,,,,,,,
"Black Diamond Mojo Zip Chalkbag Aloe Medium/Large","black-diamond-mojo-zip-chalkbag-aloe-mediumlarge",,"BDI-0940-Aloe-M/L","19.9500","13.9700","0.3000","Outlet","Outlet",,"28","1","0",,,"928","4","2","0",,,"2",,,"black-diamond-mojo-zip-chalkbag-aloe-medium-large",,,,,,,,,
"Black Diamond Mojo Zip Chalkbag Aloe Small/Medium","black-diamond-mojo-zip-chalkbag-aloe-smallmedium",,"BDI-0940-Aloe-S/M","19.9500","14.9600","0.3000","Outlet","Outlet",,"28","1","0",,,"928","4","2","0",,,"2",,,"black-diamond-mojo-zip-chalkbag-aloe-small-medium",,,,,,,,,
"Black Diamond Mojo Zip Chalkbag Black Medium/Large","black-diamond-mojo-zip-chalkbag-black-mediumlarge",,"BDI-0940-Black-M/L","19.9500","14.9600","0.3000","Outlet","Outlet",,"28","1","0",,,"928","4","2","0",,,"2",,,"black-diamond-mojo-zip-chalkbag-black-medium-large",,,,,,,,,
"Black Diamond Mojo Zip Chalkbag Denim Medium/Large","black-diamond-mojo-zip-chalkbag-denim-mediumlarge",,"BDI-0940-Denim-M/L","19.9500","14.9600","0.3000","Outlet","Outlet",,"28","1","0",,,"928","4","2","0",,,"2",,,"black-diamond-mojo-zip-chalkbag-denim-medium-large",,,,,,,,,
"Black Diamond Mojo Zip Chalkbag Flash Medium/Large","black-diamond-mojo-zip-chalkbag-flash-mediumlarge",,"BDI-0940-Flash-M/L","19.9500","14.9600","0.3000","Outlet","Outlet",,"28","1","0",,,"928","4","2","0",,,"2",,,"black-diamond-mojo-zip-chalkbag-flash-medium-large",,,,,,,,,
"Black Diamond Mojo Zip Chalkbag Flash Small/Medium","black-diamond-mojo-zip-chalkbag-flash-smallmedium",,"BDI-0940-Flash-S/M","19.9500","13.9700","0.3000","Outlet","Outlet",,"28","1","0",,,"928","4","2","0",,,"2",,,"black-diamond-mojo-zip-chalkbag-flash-small-medium",,,,,,,,,
"Black Diamond Nitro 22 Pack Black Medium/Large","black-diamond-nitro-22-pack-black-mediumlarge",,"BDI-0941-Black-M/L","129.9500","97.4600","2.0000",,,,"22","1","0",,,"928","4","2","0",,,"2",,,"black-diamond-nitro-22-pack-black-medium-large",,,,,,,,,
"Black Diamond Nitro 22 Pack Black Small/Medium","black-diamond-nitro-22-pack-black-smallmedium",,"BDI-0941-Black-S/M","129.9500","97.4600","2.0000",,,,"22","1","0",,,"928","4","2","0",,,"2",,,"black-diamond-nitro-22-pack-black-small-medium",,,,,,,,,
"Black Diamond Nitro 22 Pack Torch Medium/Large","black-diamond-nitro-22-pack-torch-mediumlarge",,"BDI-0941-Torch-M/L","129.9500","97.4600","2.0000",,,,"22","1","0",,,"928","4","2","0",,,"2",,,"black-diamond-nitro-22-pack-torch-medium-large",,,,,,,,,
"Black Diamond Nitro 22 Pack Torch Small/Medium","black-diamond-nitro-22-pack-torch-smallmedium",,"BDI-0941-Torch-S/M","129.9500","97.4600","2.0000",,,,"22","1","0",,,"928","4","2","0",,,"2",,,"black-diamond-nitro-22-pack-torch-small-medium",,,,,,,,,
"Black Diamond Nitro 26 Pack Black Medium/Large","black-diamond-nitro-26-pack-black-mediumlarge",,"BDI-0942-Black-M/L","139.9500","104.9600","2.5000",,,,"22","1","0",,,"928","4","2","0",,,"2",,,"black-diamond-nitro-26-pack-black-medium-large",,,,,,,,,
"Black Diamond Nitro 26 Pack Black Small/Medium","black-diamond-nitro-26-pack-black-smallmedium",,"BDI-0942-Black-S/M","139.9500","104.9600","2.5000",,,,"22","1","0",,,"928","4","2","0",,,"2",,,"black-diamond-nitro-26-pack-black-small-medium",,,,,,,,,
"Black Diamond Nitro 26 Pack Torch Medium/Large","black-diamond-nitro-26-pack-torch-mediumlarge",,"BDI-0942-Torch-M/L","139.9500","104.9600","2.5000",,,,"22","1","0",,,"928","4","2","0",,,"2",,,"black-diamond-nitro-26-pack-torch-medium-large",,,,,,,,,
"Black Diamond Nitro 26 Pack Torch Small/Medium","black-diamond-nitro-26-pack-torch-smallmedium",,"BDI-0942-Torch-S/M","139.9500","104.9600","2.5000",,,,"22","1","0",,,"928","4","2","0",,,"2",,,"black-diamond-nitro-26-pack-torch-small-medium",,,,,,,,,
"Black Diamond Nitron Bent Carabiner Black","black-diamond-nitron-bent-carabiner-black",,"BDI-0943-Black","11.9500","8.9600","0.0800",,,,"19","1","0",,,"928","4","2","0",,,"2",,,"black-diamond-nitron-bent-carabiner-black",,,,,,,,,
"Black Diamond Nitron Bent Carabiner Purple","black-diamond-nitron-bent-carabiner-purple",,"BDI-0943-Purple","11.9500","8.9600","0.0800",,,,"19","1","0",,,"928","4","2","0",,,"2",,,"black-diamond-nitron-bent-carabiner-purple",,,,,,,,,
"Black Diamond Nitron Quickdraw 12 cm","black-diamond-nitron-quickdraw-12-cm",,"BDI-0944","24.9500","18.7100","0.3000","Carabiners","Carabiners, Quickdraws, New Black Diamond","https://gearexpress.com/media/catalog/product/b/l/black_diamond_nitron_quickdraw_12_cm.jpg","19","1","0","12 cm","0","928","4","2","0","https://gearexpress.com/media/catalog/product/b/l/black_diamond_nitron_quickdraw_12_cm.jpg","12 cm","2","https://gearexpress.com/media/catalog/product/b/l/black_diamond_nitron_quickdraw_12_cm.jpg","12 cm","black-diamond-nitron-quickdraw-12-cm",,,,,,,,,
"Black Diamond Nitron Straight Carabiner Black","black-diamond-nitron-straight-carabiner-black",,"BDI-0946-Black","11.9500","8.9600","0.0800",,,,"19","1","0",,,"928","4","2","0",,,"2",,,"black-diamond-nitron-straight-carabiner-black",,,,,,,,,
"Black Diamond Nitron Straight Carabiner Black/Green","black-diamond-nitron-straight-carabiner-blackgreen",,"BDI-0946-Blk/Grn","11.9500","8.9600","0.0800",,,,"19","1","0",,"0","928","4","2","0",,,"2",,,"black-diamond-nitron-straight-carabiner-black-green",,,,,,,,,
"Black Diamond Nitron Straight Carabiner Purple","black-diamond-nitron-straight-carabiner-purple",,"BDI-0946-Purple","11.9500","8.9600","0.0800",,,,"19","1","0",,,"928","4","2","0",,,"2",,,"black-diamond-nitron-straight-carabiner-purple",,,,,,,,,
"Black Diamond Oval Carabiner - Black","black-diamond-oval-carabiner-black",,"BDI-0947","7.5000","5.6300","0.0800","Carabiners","Carabiners, Non-Locking, New Black Diamond","https://gearexpress.com/media/catalog/product/b/l/black_diamond_oval_carabiner_-_black.jpg","19","1","0","Black","0","928","4","2","0","https://gearexpress.com/media/catalog/product/b/l/black_diamond_oval_carabiner_-_black.jpg","Black","2","https://gearexpress.com/media/catalog/product/b/l/black_diamond_oval_carabiner_-_black.jpg","Black","black-diamond-oval-carabiner-black",,,,,,,,,
"Black Diamond Oval Wire Carabiner - Black","black-diamond-oval-wire-carabiner-black",,"BDI-0948","8.9500","6.7100","0.0800","Carabiners","Carabiners, Non-Locking, New Black Diamond","https://gearexpress.com/media/catalog/product/b/l/black_diamond_oval_wire_carabiner_-_black.jpg","19","1","0","Black","0","928","4","2","0","https://gearexpress.com/media/catalog/product/b/l/black_diamond_oval_wire_carabiner_-_black.jpg","Black","2","https://gearexpress.com/media/catalog/product/b/l/black_diamond_oval_wire_carabiner_-_black.jpg","Black","black-diamond-oval-wire-carabiner-black",,,,,,,,,
"Black Diamond Oz Quickdraw 12 cm","black-diamond-oz-quickdraw-12-cm",,"BDI-0951-12 cm","21.9500","16.4600","0.3000",,,,"19","1","0",,,"928","4","2","0",,,"2",,,"black-diamond-oz-quickdraw-12-cm",,,,,,,,,
"Black Diamond Oz Quickdraw 12 cm 6pk","black-diamond-oz-quickdraw-12-cm-6pk",,"BDI-0951-12 cm 6pk","129.9500","97.4600","1.0000",,,,"19","1","0",,,"928","4","2","0",,,"2",,,"black-diamond-oz-quickdraw-12-cm-6pk",,,,,,,,,
"Black Diamond Oz Alpine Quickdraw 60 cm","black-diamond-oz-alpine-quickdraw-60-cm",,"BDI-0952-060","25.9500","19.4600","0.4000","Carabiners","Carabiners, Quickdraws","https://gearexpress.com/media/catalog/product/b/l/black_diamond_oz_alpine_quickdraw_60_cm.jpg","19","1","0","Black Diamond Oz Alpine Quickdraw 60 cm","0","928","4","2","0","https://gearexpress.com/media/catalog/product/b/l/black_diamond_oz_alpine_quickdraw_60_cm.jpg","Black Diamond Oz Alpine Quickdraw 60 cm","2","https://gearexpress.com/media/catalog/product/b/l/black_diamond_oz_alpine_quickdraw_60_cm.jpg","Black Diamond Oz Alpine Quickdraw 60 cm","black-diamond-oz-alpine-runner-60-cm",,,,,,,,,
"Black Diamond Pipe Dream 45 Backpack","black-diamond-pipe-dream-45-backpack",,"BDI-0953","169.9500","127.4600","4.0000","Essentials","Essentials, Packs & Bags, New Black Diamond","https://gearexpress.com/media/catalog/product/b/l/black_diamond_pipe_dream_45_backpack_1.jpg","22","1","0","Black","0","928","4","2","0","https://gearexpress.com/media/catalog/product/b/l/black_diamond_pipe_dream_45_backpack_1.jpg","Black","2","https://gearexpress.com/media/catalog/product/b/l/black_diamond_pipe_dream_45_backpack_1.jpg","Black","black-diamond-pipe-dream-45-backpack-01879e",,,,,,,,,
,"black-diamond-pipe-dream-45-backpack",,,,,,,,"https://gearexpress.com/media/catalog/product/b/l/black_diamond_pipe_dream_45_backpack_2.jpg",,,,,,,,,,,,,,,,,,,,,,,,
,"black-diamond-pipe-dream-45-backpack",,,,,,,,"https://gearexpress.com/media/catalog/product/b/l/black_diamond_pipe_dream_45_backpack_1.jpg",,,,,,,,,,,,,,,,,,,,,,,,
"Black Diamond Positron Bent Gate Carabiner Yellow","black-diamond-positron-bent-gate-carabiner-yellow",,"BDI-0954-Yellow","9.9500","7.4600","0.0800",,,,"19","1","0",,,"928","4","2","0",,,"2",,,"black-diamond-positron-bent-gate-carabiner-yellow",,,,,,,,,
"Black Diamond Positron Quickdraw 12 cm","black-diamond-positron-quickdraw-12-cm",,"BDI-0955-12 cm","17.9500","13.4600","0.4000",,,,"19","1","0",,,"928","4","2","0",,,"2",,,"black-diamond-positron-quickdraw-12-cm",,,,,,,,,
"Black Diamond Positron Quickdraw 12 cm Quickpack (6 Pack)","black-diamond-positron-quickdraw-12-cm-quickpack-(6-pack)",,"BDI-0955-12 cm-Quickpack","99.9500","74.9600","1.0000",,,,"19","1","0",,,"928","4","2","0",,,"2",,,"black-diamond-positron-quickdraw-12-cm-quickpack-6-pack",,,,,,,,,
"Black Diamond Positron Quickdraw 18 cm","black-diamond-positron-quickdraw-18-cm",,"BDI-0955-18 cm","18.9500","14.2100","0.4000",,,,"19","1","0",,,"928","4","2","0",,,"2",,,"black-diamond-positron-quickdraw-18-cm",,,,,,,,,
"Black Diamond Positron Quickdraw 18 cm Quickpack (6 Pack)","black-diamond-positron-quickdraw-18-cm-quickpack-(6-pack)",,"BDI-0955-18 cm-Quickpack","94.9500","71.2100","1.5000",,,,"19","1","0",,,"928","4","2","0",,,"2",,,"black-diamond-positron-quickdraw-18-cm-quickpack-6-pack",,,,,,,,,
"Black Diamond Positron Screwgate Carabiner - 3 Pack","black-diamond-positron-screwgate-carabiner-3-pack",,"BDI-0956","31.9500","23.9600","0.8000","Carabiners","Carabiners, Locking, New Black Diamond","https://gearexpress.com/media/catalog/product/b/l/black_diamond_positron_screwgate_carabiner_-_3_pack.jpg","19","1","0",,"0","928","4","2","0","https://gearexpress.com/media/catalog/product/b/l/black_diamond_positron_screwgate_carabiner_-_3_pack.jpg",,"2","https://gearexpress.com/media/catalog/product/b/l/black_diamond_positron_screwgate_carabiner_-_3_pack.jpg",,"black-diamond-positron-screwgate-carabiner-3-pack",,,,,,,,,
"Black Diamond Positron Straight Gate Carabiner Yellow","black-diamond-positron-straight-gate-carabiner-yellow",,"BDI-0957-Yellow","9.9500","7.4600","0.0800",,,,"19","1","0",,,"928","4","2","0",,,"2",,,"black-diamond-positron-straight-gate-carabiner-yellow",,,,,,,,,
"Black Diamond PosiWire Quickdraw 12 cm","black-diamond-posiwire-quickdraw-12-cm",,"BDI-0958-12 cm","16.9500","12.7100","0.4000",,,,"19","1","0",,,"928","4","2","0",,,"2",,,"black-diamond-posiwire-quickdraw-12-cm-239142",,,,,,,,,
"Black Diamond PosiWire Quickdraw 12 cm 6 pack","black-diamond-posiwire-quickdraw-12-cm-6-pack",,"BDI-0958-12 cm 6pk","94.9500","71.2100","1.5000",,,,"19","1","0",,,"928","4","2","0",,,"2",,,"black-diamond-posiwire-quickdraw-12-cm-6-pack",,,,,,,,,
"Black Diamond PosiWire Quickdraw 18 cm","black-diamond-posiwire-quickdraw-18-cm",,"BDI-0958-18 cm","17.9500","13.4600","0.4000",,,,"19","1","0",,,"928","4","2","0",,,"2",,,"black-diamond-posiwire-quickdraw-18-cm-492768",,,,,,,,,
"Black Diamond PosiWire Quickdraw 18 cm 6 pack","black-diamond-posiwire-quickdraw-18-cm-6-pack",,"BDI-0958-18 cm 6pk","89.9500","67.4600","1.5000",,,,"19","1","0",,,"928","4","2","0",,,"2",,,"black-diamond-posiwire-quickdraw-18-cm-6-pack",,,,,,,,,
"Black Diamond RockLock Magnetron","black-diamond-rocklock-magnetron",,"BDI-0959","24.9500","18.7100","0.3000","Carabiners","Carabiners, Locking, New Black Diamond","https://gearexpress.com/media/catalog/product/b/l/black_diamond_rocklock_magnetron.jpg","19","1","0",,"0","928","4","2","0",,,"2",,,"black-diamond-rocklock-magnetron",,,,,,,,,
"Black Diamond RockLock Twistlock","black-diamond-rocklock-twistlock",,"BDI-0960","18.9500","14.2100","0.3000","Carabiners","Carabiners, Locking, New Black Diamond","https://gearexpress.com/media/catalog/product/b/l/black_diamond_rocklock_twistlock.jpg","19","1","0",,"0","928","4","2","0","https://gearexpress.com/media/catalog/product/b/l/black_diamond_rocklock_twistlock.jpg",,"2","https://gearexpress.com/media/catalog/product/b/l/black_diamond_rocklock_twistlock.jpg",,"black-diamond-rocklock-twistlock",,,,,,,,,
"Black Diamond Solution Harness Slate Extra Large","black-diamond-solution-harness-slate-extra-large",,"BDI-0961-Slate-XL","69.9500","52.4600","1.2000",,,,"16","1","0",,,"928","4","2","0",,,"2",,,"black-diamond-solution-harness-slate-extra-large",,,,,,,,,
"Black Diamond Solution Harness Ultra Blue Large","black-diamond-solution-harness-ultra-blue-large",,"BDI-0961-Ultra Blue-L","69.9500","52.4600","1.2000",,,,"16","1","0",,,"928","4","2","0",,,"2",,,"black-diamond-solution-harness-ultra-blue-large",,,,,,,,,
"Black Diamond Solution Harness Ultra Blue Small","black-diamond-solution-harness-ultra-blue-small",,"BDI-0961-Ultra Blue-S","69.9500","52.4600","1.2000",,,,"16","1","0",,,"928","4","2","0",,,"2",,,"black-diamond-solution-harness-ultra-blue-small",,,,,,,,,
"Black Diamond Solution Harness Ultra Blue Extra Large","black-diamond-solution-harness-ultra-blue-extra-large",,"BDI-0961-Ultra Blue-XL","69.9500","52.4600","1.2000",,,,"16","1","0",,,"928","4","2","0",,,"2",,,"black-diamond-solution-harness-ultra-blue-extra-large",,,,,,,,,
